FECHA_TRANSACCION,NUMERO_TARJETA,MONTO_TRANSACCION
2026-04-11T07:03:09,232412500,0
2026-04-11T07:03:10,252202921,220
2026-04-11T07:03:12,54499899,650
2026-04-11T07:03:15,1208956,650
2026-04-11T07:03:17,1415407,650
2026-04-11T07:03:17,2000227273,510
2026-04-11T07:03:19,1499701,680
2026-04-11T07:03:19,2000156871,510
2026-04-11T07:03:21,2000116942,680
2026-04-11T07:03:30,2000114290,570
2026-04-11T07:03:32,2000226318,680
2026-04-11T07:03:43,252218374,260
2026-04-11T07:04:12,2000085396,790
2026-04-11T07:04:13,56071558,220
2026-04-11T07:05:15,1220421,570
2026-04-11T07:05:17,2000181894,570
2026-04-11T07:05:22,252419895,190
2026-04-11T07:05:28,2000219344,510
2026-04-11T07:05:32,54455344,510
2026-04-11T07:05:37,2000075062,510
2026-04-11T07:05:44,54514666,510
2026-04-11T07:05:47,53050428,0
2026-04-11T07:05:50,312506030,220
2026-04-11T07:05:51,2100006866,260
2026-04-11T07:05:52,2000212257,680
2026-04-11T07:05:52,54348011,510
2026-04-11T07:05:52,1375542,650
2026-04-11T07:05:56,2000050144,650
2026-04-11T07:05:57,312737754,220
2026-04-11T07:05:58,2000229576,510
2026-04-11T07:06:00,2000140628,680
2026-04-11T07:06:01,2000155599,440
2026-04-11T07:06:01,302304566,260
2026-04-11T07:06:02,53044428,0
2026-04-11T07:06:02,1595981,570
2026-04-11T07:06:03,2000060773,510
2026-04-11T07:06:04,2106000994,0
2026-04-11T07:06:05,2000164528,680
2026-04-11T07:06:06,54601180,790
2026-04-11T07:06:08,2103009609,400
2026-04-11T07:06:10,54258723,790
2026-04-11T07:06:10,2106006908,0
2026-04-11T07:06:11,53050639,0
2026-04-11T07:06:15,56052210,510
2026-04-11T07:06:15,2000100129,790
2026-04-11T07:06:15,312302795,170
2026-04-11T07:06:15,312601486,260
2026-04-11T07:06:18,56071609,330
2026-04-11T07:06:19,242564649,260
2026-04-11T07:06:19,312305944,170
2026-04-11T07:06:20,54561083,510
2026-04-11T07:06:23,2000220170,650
2026-04-11T07:06:23,312699889,230
2026-04-11T07:06:23,2000070541,680
2026-04-11T07:06:25,312595809,260
2026-04-11T07:06:27,1023668,510
2026-04-11T07:06:27,2000189229,510
2026-04-11T07:06:28,2000247025,680
2026-04-11T07:06:29,54527313,510
2026-04-11T07:06:32,54467526,510
2026-04-11T07:06:33,2000211968,510
2026-04-11T07:06:33,2000191566,790
2026-04-11T07:06:34,1300857,680
2026-04-11T07:06:36,2000180859,510
2026-04-11T07:06:36,53051873,400
2026-04-11T07:06:37,2000046428,680
2026-04-11T07:06:38,312629157,220
2026-04-11T07:06:39,54591560,790
2026-04-11T07:06:40,54532173,510
2026-04-11T07:06:41,312611641,220
2026-04-11T07:06:42,312575877,220
2026-04-11T07:06:42,252578831,220
2026-04-11T07:06:44,53050070,330
2026-04-11T07:06:44,2000228498,680
2026-04-11T07:06:45,2000097109,510
2026-04-11T07:06:47,1544419,680
2026-04-11T07:06:48,2102004075,510
2026-04-11T07:06:49,805239,510
2026-04-11T07:06:49,2000180478,790
2026-04-11T07:06:51,252461206,170
2026-04-11T07:06:52,2000123218,680
2026-04-11T07:06:53,242624106,170
2026-04-11T07:06:55,54576290,510
2026-04-11T07:06:58,252607296,170
2026-04-11T07:06:59,54599111,650
2026-04-11T07:07:02,2000112314,510
2026-04-11T07:08:15,54600549,430
2026-04-11T07:08:31,54450749,450
2026-04-11T07:09:02,54591383,440
2026-04-11T07:09:11,2000176950,510
2026-04-11T07:09:12,2000180848,570
2026-04-11T07:09:35,56080306,220
2026-04-11T07:10:34,54282354,460
2026-04-11T07:11:14,2000059970,460
2026-04-11T07:11:18,53049353,270
2026-04-11T07:11:19,2000136284,530
2026-04-11T07:11:20,2000003348,530
2026-04-11T07:12:15,53048146,430
2026-04-11T07:12:17,386745,850
2026-04-11T07:12:18,56081596,290
2026-04-11T07:12:18,252271138,190
2026-04-11T07:12:19,2000214072,570
2026-04-11T07:12:19,2000046180,850
2026-04-11T07:12:20,2106003912,0
2026-04-11T07:12:20,56082383,290
2026-04-11T07:12:21,252391078,280
2026-04-11T07:12:22,302297984,190
2026-04-11T07:12:22,54518850,880
2026-04-11T07:12:24,252577145,290
2026-04-11T07:12:24,252577737,280
2026-04-11T07:12:24,2000212577,850
2026-04-11T07:12:25,252538286,280
2026-04-11T07:12:26,1595205,850
2026-04-11T07:12:26,2000183344,570
2026-04-11T07:12:27,2000165458,570
2026-04-11T07:12:27,900053036918,430
2026-04-11T07:12:27,312629164,190
2026-04-11T07:12:27,302304297,290
2026-04-11T07:12:28,252123923,190
2026-04-11T07:12:29,242578854,280
2026-04-11T07:12:31,2000038381,880
2026-04-11T07:12:31,252576828,280
2026-04-11T07:12:31,54236596,850
2026-04-11T07:12:31,1595205,850
2026-04-11T07:12:32,2000063046,850
2026-04-11T07:12:32,2000216206,570
2026-04-11T07:12:35,232580823,0
2026-04-11T07:12:35,312757794,190
2026-04-11T07:12:35,2000014457,850
2026-04-11T07:12:35,54514469,850
2026-04-11T07:12:35,54473505,880
2026-04-11T07:12:36,252542619,280
2026-04-11T07:12:36,312621919,190
2026-04-11T07:12:36,2000082692,570
2026-04-11T07:12:36,2000212899,880
2026-04-11T07:12:37,242632896,190
2026-04-11T07:12:37,2000227612,850
2026-04-11T07:12:39,302296647,280
2026-04-11T07:12:39,2000159915,570
2026-04-11T07:12:40,56080496,290
2026-04-11T07:12:40,2000205929,880
2026-04-11T07:12:40,2000080990,850
2026-04-11T07:12:40,53035140,440
2026-04-11T07:12:40,2000025854,570
2026-04-11T07:12:40,252550393,280
2026-04-11T07:12:42,935801,570
2026-04-11T07:12:42,1161826,570
2026-04-11T07:12:43,252577632,280
2026-04-11T07:12:44,252607316,280
2026-04-11T07:12:44,312663404,280
2026-04-11T07:12:44,2000134453,880
2026-04-11T07:12:44,252607242,190
2026-04-11T07:12:45,2000174685,880
2026-04-11T07:12:45,252504078,290
2026-04-11T07:12:45,53051427,430
2026-04-11T07:12:46,2000107923,880
2026-04-11T07:12:47,54553311,850
2026-04-11T07:12:48,54498988,570
2026-04-11T07:12:49,252577501,190
2026-04-11T07:12:49,2000195232,570
2026-04-11T07:12:50,2000021875,570
2026-04-11T07:12:50,1204761,850
2026-04-11T07:12:51,242177418,190
2026-04-11T07:12:52,54502705,570
2026-04-11T07:12:53,1406289,850
2026-04-11T07:12:53,232466213,0
2026-04-11T07:12:53,2040102410,850
2026-04-11T07:12:54,2000247765,880
2026-04-11T07:12:54,2106007420,0
2026-04-11T07:12:55,665368,570
2026-04-11T07:12:55,252450920,190
2026-04-11T07:12:55,252577427,280
2026-04-11T07:12:56,2000193032,850
2026-04-11T07:12:57,2103001077,430
2026-04-11T07:12:57,312748099,290
2026-04-11T07:12:58,2000123204,570
2026-04-11T07:12:58,252577383,280
2026-04-11T07:12:59,53044866,0
2026-04-11T07:13:00,2000247631,880
2026-04-11T07:13:00,2000222157,850
2026-04-11T07:13:01,252577108,280
2026-04-11T07:13:01,2000209379,570
2026-04-11T07:13:01,2100009990,290
2026-04-11T07:13:01,2000188036,850
2026-04-11T07:13:01,302253442,290
2026-04-11T07:13:02,312256239,280
2026-04-11T07:13:04,2000043430,880
2026-04-11T07:13:04,2106006857,0
2026-04-11T07:13:04,312599020,290
2026-04-11T07:13:04,252516484,290
2026-04-11T07:13:04,312668673,280
2026-04-11T07:13:06,2000157747,570
2026-04-11T07:13:06,252436098,280
2026-04-11T07:13:06,312743902,280
2026-04-11T07:13:06,252607282,280
2026-04-11T07:13:08,2000196432,570
2026-04-11T07:13:08,252577677,280
2026-04-11T07:13:08,53040226,290
2026-04-11T07:13:09,2000090356,570
2026-04-11T07:13:10,1046151,850
2026-04-11T07:13:11,2040102704,850
2026-04-11T07:13:11,2000231353,850
2026-04-11T07:13:11,784790,570
2026-04-11T07:13:14,53043110,0
2026-04-11T07:13:14,2000245560,570
2026-04-11T07:13:14,312688395,280
2026-04-11T07:13:15,2000247072,850
2026-04-11T07:13:15,312391381,280
2026-04-11T07:13:16,1211337,570
2026-04-11T07:13:16,1584301,880
2026-04-11T07:13:16,466599,850
2026-04-11T07:13:19,252372798,280
2026-04-11T07:13:19,312723649,290
2026-04-11T07:13:19,312774372,290
2026-04-11T07:13:19,232519606,0
2026-04-11T07:13:19,2000043815,570
2026-04-11T07:13:20,252515473,290
2026-04-11T07:13:21,1294696,880
2026-04-11T07:13:21,2000028483,570
2026-04-11T07:13:22,54569392,850
2026-04-11T07:13:22,2000009882,570
2026-04-11T07:13:23,1127948,570
2026-04-11T07:13:23,312678736,290
2026-04-11T07:13:24,1531781,570
2026-04-11T07:13:24,2106001623,0
2026-04-11T07:13:24,2000214696,570
2026-04-11T07:13:25,242179182,280
2026-04-11T07:13:25,58024616,430
2026-04-11T07:13:28,312658762,280
2026-04-11T07:13:28,302315646,190
2026-04-11T07:13:28,1573806,850
2026-04-11T07:13:28,54238398,850
2026-04-11T07:13:29,252573657,280
2026-04-11T07:13:29,252530209,290
2026-04-11T07:13:29,1492795,850
2026-04-11T07:13:29,54545552,570
2026-04-11T07:13:30,2000040948,880
2026-04-11T07:13:30,2000131910,880
2026-04-11T07:13:31,302150794,280
2026-04-11T07:13:32,2000183456,570
2026-04-11T07:13:32,252577710,290
2026-04-11T07:13:33,2000192782,570
2026-04-11T07:13:34,252605635,290
2026-04-11T07:13:34,1299373,850
2026-04-11T07:13:35,232436074,0
2026-04-11T07:13:35,54536777,570
2026-04-11T07:13:37,312757443,290
2026-04-11T07:13:38,312744469,280
2026-04-11T07:13:38,252493134,280
2026-04-11T07:13:38,252577489,290
2026-04-11T07:13:38,54582267,570
2026-04-11T07:13:40,252441549,280
2026-04-11T07:13:40,252604576,280
2026-04-11T07:13:40,242367261,280
2026-04-11T07:13:40,1546461,850
2026-04-11T07:13:40,2000019350,570
2026-04-11T07:13:41,252607138,280
2026-04-11T07:13:41,2040147282,570
2026-04-11T07:13:42,252578800,280
2026-04-11T07:13:43,312507964,290
2026-04-11T07:13:43,2000207990,570
2026-04-11T07:13:44,252573654,190
2026-04-11T07:13:44,2000111335,880
2026-04-11T07:13:44,2040093996,880
2026-04-11T07:13:45,302353621,280
2026-04-11T07:13:45,252577422,290
2026-04-11T07:13:45,54549140,850
2026-04-11T07:13:46,2000224204,850
2026-04-11T07:13:47,312628765,280
2026-04-11T07:13:47,2000071412,880
2026-04-11T07:13:48,1420641,850
2026-04-11T07:13:48,58006850,430
2026-04-11T07:13:49,2000245745,850
2026-04-11T07:13:49,2000245114,880
2026-04-11T07:13:51,2000040824,880
2026-04-11T07:13:51,2000117495,570
2026-04-11T07:13:51,54465701,880
2026-04-11T07:13:52,252493153,280
2026-04-11T07:13:53,2106003994,0
2026-04-11T07:13:54,54556866,880
2026-04-11T07:13:54,252607005,280
2026-04-11T07:13:56,2000011801,850
2026-04-11T07:13:56,54251063,570
2026-04-11T07:13:56,2000220735,570
2026-04-11T07:13:57,56071646,290
2026-04-11T07:13:57,2000199466,570
2026-04-11T07:13:58,56081742,440
2026-04-11T07:14:00,942191,850
2026-04-11T07:14:00,1534912,570
2026-04-11T07:14:01,252516479,280
2026-04-11T07:14:02,2000023691,570
2026-04-11T07:14:04,282148003,280
2026-04-11T07:14:05,2000017430,880
2026-04-11T07:14:05,56056165,850
2026-04-11T07:14:09,242278966,290
2026-04-11T07:14:09,1427184,850
2026-04-11T07:14:10,2040092172,850
2026-04-11T07:14:11,1595942,880
2026-04-11T07:14:11,1393197,570
2026-04-11T07:14:15,2000230090,880
2026-04-11T07:14:15,2000106982,880
2026-04-11T07:14:17,54446042,460
2026-04-11T07:14:17,252530367,150
2026-04-11T07:14:19,232248466,0
2026-04-11T07:14:20,2106006538,0
2026-04-11T07:14:20,1586811,880
2026-04-11T07:14:21,58030587,460
2026-04-11T07:14:22,242179184,280
2026-04-11T07:14:23,54228992,460
2026-04-11T07:14:23,2000171830,880
2026-04-11T07:14:25,2000083724,460
2026-04-11T07:14:26,716114,570
2026-04-11T07:14:27,2000211798,460
2026-04-11T07:14:28,54596059,460
2026-04-11T07:14:30,2000217408,880
2026-04-11T07:14:31,2000036865,440
2026-04-11T07:14:32,54554475,530
2026-04-11T07:14:33,56081573,230
2026-04-11T07:14:35,2000011996,460
2026-04-11T07:14:36,2000197337,460
2026-04-11T07:14:40,2000109279,530
2026-04-11T07:14:40,2000080241,530
2026-04-11T07:14:41,2000109203,530
2026-04-11T07:14:42,1410201,420
2026-04-11T07:14:43,312764132,290
2026-04-11T07:14:43,2000185872,530
2026-04-11T07:14:45,252077424,180
2026-04-11T07:14:45,54569272,530
2026-04-11T07:14:46,54432218,850
2026-04-11T07:14:48,2000074341,530
2026-04-11T07:14:49,2000122799,530
2026-04-11T07:14:49,56081600,310
2026-04-11T07:14:51,54583844,850
2026-04-11T07:14:52,2000003545,650
2026-04-11T07:14:55,1151973,530
2026-04-11T07:15:00,2000245748,440
2026-04-11T07:15:02,2000071469,850
2026-04-11T07:15:04,312784965,290
2026-04-11T07:15:06,2000206973,440
2026-04-11T07:15:13,252368562,220
2026-04-11T07:15:15,312285584,200
2026-04-11T07:15:18,2000194314,850
2026-04-11T07:15:19,1586729,610
2026-04-11T07:15:20,242629216,280
2026-04-11T07:15:20,242629205,290
2026-04-11T07:15:22,2000183296,850
2026-04-11T07:15:22,242712587,290
2026-04-11T07:15:23,1595987,650
2026-04-11T07:15:23,1233484,610
2026-04-11T07:15:25,933195,530
2026-04-11T07:15:29,2000182968,570
2026-04-11T07:15:31,1583775,880
2026-04-11T07:15:31,2000097720,530
2026-04-11T07:15:32,317084,650
2026-04-11T07:15:35,2000230978,570
2026-04-11T07:15:39,2000134784,850
2026-04-11T07:15:47,2000017888,650
2026-04-11T07:15:56,54452567,570
2026-04-11T07:16:11,2000032432,850
2026-04-11T07:16:16,2040133134,880
2026-04-11T07:16:20,252579397,190
2026-04-11T07:16:21,2040133134,880
2026-04-11T07:16:26,2000059174,570
2026-04-11T07:16:40,1370406,650
2026-04-11T07:16:47,2000165106,880
2026-04-11T07:17:01,1390809,570
2026-04-11T07:17:01,2000022377,880
2026-04-11T07:17:34,54583834,850
2026-04-11T07:17:37,54305336,850
2026-04-11T07:17:50,2000142226,460
2026-04-11T07:18:16,1385240,570
2026-04-11T07:18:16,2000061317,570
2026-04-11T07:18:23,2000130359,850
2026-04-11T07:18:26,54451273,610
2026-04-11T07:18:29,2000188985,850
2026-04-11T07:18:36,1524670,610
2026-04-11T07:18:38,2000160713,850
2026-04-11T07:18:42,2000207259,610
2026-04-11T07:18:43,56081561,0
2026-04-11T07:18:50,54432692,610
2026-04-11T07:18:54,2040093077,880
2026-04-11T07:19:18,2000211898,880
2026-04-11T07:19:20,2103002824,310
2026-04-11T07:19:29,2000082014,850
2026-04-11T07:19:38,2000014119,650
2026-04-11T07:20:34,2000032922,630
2026-04-11T07:20:39,1573196,630
2026-04-11T07:20:41,312628472,290
2026-04-11T07:20:46,1555412,570
2026-04-11T07:21:27,2000227238,630
2026-04-11T07:21:30,1442909,630
2026-04-11T07:22:12,2106006541,0
2026-04-11T07:22:33,53048379,0
2026-04-11T07:22:34,2000199909,880
2026-04-11T07:22:35,2040103908,680
2026-04-11T07:22:37,2000112980,630
2026-04-11T07:22:38,54580910,850
2026-04-11T07:22:41,2040140039,630
2026-04-11T07:22:42,36084533651602180,320
2026-04-11T07:22:45,654685,630
2026-04-11T07:22:47,2000187292,460
2026-04-11T07:22:51,1385258,630
2026-04-11T07:22:51,2000005245,430
2026-04-11T07:23:09,2000172289,630
2026-04-11T07:23:10,54442783,650
2026-04-11T07:23:12,2000069512,630
2026-04-11T07:23:14,56080360,330
2026-04-11T07:23:15,2000220841,630
2026-04-11T07:23:17,2000209638,430
2026-04-11T07:23:20,2000003434,630
2026-04-11T07:23:22,2000049846,610
2026-04-11T07:23:24,54606716,650
2026-04-11T07:23:27,54475166,630
2026-04-11T07:23:34,2000167356,610
2026-04-11T07:23:35,54451021,650
2026-04-11T07:23:37,2000126277,610
2026-04-11T07:23:40,2000121476,610
2026-04-11T07:23:40,242632896,140
2026-04-11T07:23:40,571021,610
2026-04-11T07:23:45,1591969,630
2026-04-11T07:23:47,56080496,210
2026-04-11T07:23:48,1338895,610
2026-04-11T07:23:49,54520938,650
2026-04-11T07:24:09,54515055,570
2026-04-11T07:24:36,252405017,220
2026-04-11T07:24:38,1394030,650
2026-04-11T07:24:42,2000196834,650
2026-04-11T07:24:44,1519577,450
2026-04-11T07:24:47,2000182108,790
2026-04-11T07:24:49,2000245588,650
2026-04-11T07:24:52,56053762,650
2026-04-11T07:24:56,2000140697,530
2026-04-11T07:24:57,54592932,630
2026-04-11T07:24:59,861568,650
2026-04-11T07:25:08,1525330,650
2026-04-11T07:25:08,2000074519,880
2026-04-11T07:25:21,2000180048,790
2026-04-11T07:25:45,54601662,610
2026-04-11T07:26:22,54431057,630
2026-04-11T07:26:24,1592198,630
2026-04-11T07:26:25,1590177,630
2026-04-11T07:26:29,54437582,610
2026-04-11T07:26:31,2106007447,0
2026-04-11T07:26:35,2000047630,630
2026-04-11T07:26:38,1125476,440
2026-04-11T07:26:38,2000207325,610
2026-04-11T07:26:39,56075391,330
2026-04-11T07:26:40,54550146,650
2026-04-11T07:26:43,2000247783,630
2026-04-11T07:26:45,1292160,630
2026-04-11T07:26:45,2000131901,650
2026-04-11T07:26:48,54513534,650
2026-04-11T07:26:54,2000228814,630
2026-04-11T07:26:56,2000247753,630
2026-04-11T07:26:59,53049408,330
2026-04-11T07:27:02,53043047,320
2026-04-11T07:27:04,2100008584,0
2026-04-11T07:27:06,2000202358,650
2026-04-11T07:27:09,2000218168,610
2026-04-11T07:27:11,1203010,610
2026-04-11T07:27:11,312524571,220
2026-04-11T07:27:11,2000041144,630
2026-04-11T07:27:15,1287467,630
2026-04-11T07:27:16,2106006638,0
2026-04-11T07:27:17,2000062906,650
2026-04-11T07:27:46,56071823,440
2026-04-11T07:27:48,2000247062,530
2026-04-11T07:27:48,54517258,570
2026-04-11T07:27:51,2000167355,530
2026-04-11T07:27:51,252480610,190
2026-04-11T07:27:54,2000176512,510
2026-04-11T07:27:54,2000157018,570
2026-04-11T07:27:56,2000221493,650
2026-04-11T07:27:57,2000229258,880
2026-04-11T07:27:57,2000190831,650
2026-04-11T07:27:58,312685092,190
2026-04-11T07:28:01,1596024,450
2026-04-11T07:28:01,53049873,0
2026-04-11T07:28:01,2000048205,650
2026-04-11T07:28:02,1414725,880
2026-04-11T07:28:04,53045376,0
2026-04-11T07:28:06,58018205,790
2026-04-11T07:28:10,2000123150,650
2026-04-11T07:28:11,2000164501,880
2026-04-11T07:28:14,2000073631,880
2026-04-11T07:28:14,54237244,440
2026-04-11T07:28:16,54561203,650
2026-04-11T07:28:18,54443903,790
2026-04-11T07:28:19,2103009661,440
2026-04-11T07:28:19,54503600,530
2026-04-11T07:28:24,53034779,650
2026-04-11T07:28:25,1424677,880
2026-04-11T07:28:25,1316124,570
2026-04-11T07:28:26,195552,570
2026-04-11T07:28:27,959090,880
2026-04-11T07:28:28,54499825,510
2026-04-11T07:28:28,2000102324,530
2026-04-11T07:28:28,252190697,190
2026-04-11T07:28:30,312743299,290
2026-04-11T07:28:35,1594940,880
2026-04-11T07:28:39,2000099615,650
2026-04-11T07:28:53,966936,650
2026-04-11T07:28:57,2000160298,570
2026-04-11T07:29:03,54470484,650
2026-04-11T07:29:04,2040136688,610
2026-04-11T07:29:04,56058055,610
2026-04-11T07:29:08,2000202857,570
2026-04-11T07:29:12,2000197366,530
2026-04-11T07:29:17,54572553,630
2026-04-11T07:29:18,53049278,220
2026-04-11T07:29:26,2000184354,630
2026-04-11T07:29:27,2000011783,630
2026-04-11T07:29:34,252392044,210
2026-04-11T07:29:34,252392068,210
2026-04-11T07:29:42,54501637,650
2026-04-11T07:29:43,1595982,790
2026-04-11T07:29:48,54492644,790
2026-04-11T07:29:48,53046707,330
2026-04-11T07:30:08,54599324,650
2026-04-11T07:30:24,2000227873,570
2026-04-11T07:30:30,2000244654,570
2026-04-11T07:30:34,740620,570
2026-04-11T07:30:35,54456877,510
2026-04-11T07:30:37,2000050884,570
2026-04-11T07:30:37,1360324,510
2026-04-11T07:30:40,302304520,190
2026-04-11T07:30:41,2000223174,570
2026-04-11T07:30:42,2000212445,570
2026-04-11T07:30:43,2040089127,570
2026-04-11T07:30:45,2000189406,570
2026-04-11T07:30:45,2000110820,430
2026-04-11T07:30:47,54442557,570
2026-04-11T07:30:47,1440095,570
2026-04-11T07:30:50,2000226740,570
2026-04-11T07:30:54,2000125460,880
2026-04-11T07:30:57,2000222166,570
2026-04-11T07:30:58,54479398,630
2026-04-11T07:30:59,282175252,190
2026-04-11T07:30:59,312786045,290
2026-04-11T07:31:10,2000072446,680
2026-04-11T07:31:14,54464692,570
2026-04-11T07:31:17,2000062690,790
2026-04-11T07:31:20,242420986,230
2026-04-11T07:31:31,54422136,570
2026-04-11T07:31:54,1340222,630
2026-04-11T07:33:05,2000121753,570
2026-04-11T07:33:06,2000039022,510
2026-04-11T07:33:11,232654999,0
2026-04-11T07:33:12,2000088125,570
2026-04-11T07:33:15,54548164,510
2026-04-11T07:33:17,1484282,430
2026-04-11T07:33:20,2000207889,510
2026-04-11T07:33:21,312425406,230
2026-04-11T07:33:22,1057215,430
2026-04-11T07:33:22,252493836,190
2026-04-11T07:33:26,2000230864,430
2026-04-11T07:33:27,2000198206,650
2026-04-11T07:33:28,378865,430
2026-04-11T07:33:28,2000160851,790
2026-04-11T07:33:30,365462,790
2026-04-11T07:33:33,2000203213,510
2026-04-11T07:33:34,2000141535,650
2026-04-11T07:33:38,2106003796,0
2026-04-11T07:33:40,2000175967,680
2026-04-11T07:33:43,54435717,430
2026-04-11T07:33:48,222411766,190
2026-04-11T07:33:50,2000247494,510
2026-04-11T07:33:51,232234012,0
2026-04-11T07:33:54,302297891,220
2026-04-11T07:33:54,2000140564,680
2026-04-11T07:34:12,2000100896,440
2026-04-11T07:34:23,2000089467,510
2026-04-11T07:34:29,2000247259,680
2026-04-11T07:34:35,312391439,150
2026-04-11T07:34:58,2000206295,510
2026-04-11T07:35:04,2000206295,510
2026-04-11T07:35:31,54524230,420
2026-04-11T07:35:50,232579555,0
2026-04-11T07:35:51,2000060787,510
2026-04-11T07:35:55,2000008663,510
2026-04-11T07:35:55,1409540,440
2026-04-11T07:35:57,2000060519,650
2026-04-11T07:35:58,54511392,680
2026-04-11T07:35:58,2000228974,650
2026-04-11T07:36:01,312130927,220
2026-04-11T07:36:04,1507015,650
2026-04-11T07:36:05,2000163796,790
2026-04-11T07:36:08,2000136136,650
2026-04-11T07:36:08,2000199523,790
2026-04-11T07:36:10,292194014,0
2026-04-11T07:36:12,54582185,510
2026-04-11T07:36:14,53043163,400
2026-04-11T07:36:14,444923,510
2026-04-11T07:36:14,252123898,260
2026-04-11T07:36:18,1240508,790
2026-04-11T07:36:18,2000224599,790
2026-04-11T07:36:19,2040092168,680
2026-04-11T07:36:19,2000003910,680
2026-04-11T07:36:22,54579161,510
2026-04-11T07:36:23,2000002201,510
2026-04-11T07:36:23,312618532,230
2026-04-11T07:36:27,312617780,170
2026-04-11T07:36:28,2040136710,790
2026-04-11T07:36:29,2000220107,510
2026-04-11T07:36:30,54588951,680
2026-04-11T07:36:33,232575776,0
2026-04-11T07:36:34,766286,650
2026-04-11T07:36:37,312391391,220
2026-04-11T07:36:37,2000172185,430
2026-04-11T07:36:37,250919,680
2026-04-11T07:36:37,252577173,280
2026-04-11T07:36:39,54441109,680
2026-04-11T07:36:40,1326744,510
2026-04-11T07:36:41,54458601,680
2026-04-11T07:36:42,53047791,220
2026-04-11T07:36:43,312602698,170
2026-04-11T07:36:44,302175771,220
2026-04-11T07:36:46,2000065874,510
2026-04-11T07:36:46,2000226208,650
2026-04-11T07:36:47,2000017247,680
2026-04-11T07:36:51,2103010260,260
2026-04-11T07:36:51,2000089978,790
2026-04-11T07:36:52,312646669,230
2026-04-11T07:36:55,312658768,260
2026-04-11T07:36:56,2000160829,510
2026-04-11T07:36:56,1537757,790
2026-04-11T07:36:56,54320473,650
2026-04-11T07:36:58,252557912,170
2026-04-11T07:37:01,56051630,510
2026-04-11T07:37:01,312599007,230
2026-04-11T07:37:06,751610,510
2026-04-11T07:37:14,2000098288,430
2026-04-11T07:37:21,2000069424,680
2026-04-11T07:37:24,1139569,680
2026-04-11T07:37:32,2000246656,430
2026-04-11T07:37:42,628125,510
2026-04-11T07:37:45,2000056807,790
2026-04-11T07:39:09,2106000796,0
2026-04-11T07:39:15,2000020277,680
2026-04-11T07:41:04,267131,530
2026-04-11T07:41:05,242428199,280
2026-04-11T07:41:14,53047240,0
2026-04-11T07:41:17,1015823,460
2026-04-11T07:41:19,54499883,530
2026-04-11T07:41:19,2000220066,530
